weight,threshold,accuracy,accusation_error,tps,tns,fps,fns
Exp λ=0.0,0.0,0.9563459983831851,1.0,3549,0,161,1
Exp λ=0.0,0.001001001001001001,0.9563459983831851,1.0,3549,0,161,1
Exp λ=0.0,0.002002002002002002,0.9563459983831851,1.0,3549,0,161,1
Exp λ=0.0,0.003003003003003003,0.9563459983831851,1.0,3549,0,161,1
Exp λ=0.0,0.004004004004004004,0.9563459983831851,1.0,3549,0,161,1
Exp λ=0.0,0.005005005005005005,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.006006006006006006,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.007007007007007007,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.008008008008008008,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.009009009009009009,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.01001001001001001,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.011011011011011011,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.012012012012012012,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.013013013013013013,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.014014014014014014,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.015015015015015015,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.016016016016016016,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.017017017017017015,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.018018018018018018,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.01901901901901902,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.02002002002002002,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.02102102102102102,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.022022022022022022,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.023023023023023025,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.024024024024024024,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.025025025025025023,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.026026026026026026,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.02702702702702703,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.028028028028028028,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.029029029029029027,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.03003003003003003,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.031031031031031032,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.03203203203203203,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.03303303303303303,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.03403403403403403,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.035035035035035036,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.036036036036036036,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.037037037037037035,0.956615467528968,0.5,3549,1,160,1
Exp λ=0.0,0.03803803803803804,0.956615467528968,0.5,3549,1,160,1
