weight,threshold,accuracy,accusation_error,tps,tns,fps,fns
Exp λ=0.0,0.06006006006006006,0.5229577464788733,0.028901734104046242,3545,168,3382,5
Exp λ=0.0,0.06106106106106106,0.523943661971831,0.027777777777777776,3545,175,3375,5
Exp λ=0.0,0.062062062062062065,0.5245070422535211,0.03225806451612903,3544,180,3370,6
Exp λ=0.0,0.06306306306306306,0.5254929577464789,0.031088082901554404,3544,187,3363,6
Exp λ=0.0,0.06406406406406406,0.526056338028169,0.030456852791878174,3544,191,3359,6
Exp λ=0.0,0.06506506506506507,0.5271830985915493,0.02926829268292683,3544,199,3351,6
Exp λ=0.0,0.06606606606606606,0.5274647887323943,0.028985507246376812,3544,201,3349,6
Exp λ=0.0,0.06706706706706707,0.5280281690140846,0.02843601895734597,3544,205,3345,6
Exp λ=0.0,0.06806806806806806,0.5283098591549296,0.028169014084507043,3544,207,3343,6
Exp λ=0.0,0.06906906906906907,0.5285915492957747,0.027906976744186046,3544,209,3341,6
Exp λ=0.0,0.07007007007007007,0.5287323943661972,0.027777777777777776,3544,210,3340,6
Exp λ=0.0,0.07107107107107107,0.5290140845070422,0.027522935779816515,3544,212,3338,6
Exp λ=0.0,0.07207207207207207,0.5294366197183099,0.027149321266968326,3544,215,3335,6
Exp λ=0.0,0.07307307307307308,0.5298591549295775,0.030973451327433628,3543,219,3331,7
Exp λ=0.0,0.07407407407407407,0.5307042253521127,0.03017241379310345,3543,225,3325,7
Exp λ=0.0,0.07507507507507508,0.5314084507042254,0.029535864978902954,3543,230,3320,7
Exp λ=0.0,0.07607607607607608,0.5318309859154929,0.036885245901639344,3541,235,3315,9
Exp λ=0.0,0.07707707707707707,0.532394366197183,0.04,3540,240,3310,10
Exp λ=0.0,0.07807807807807808,0.5326760563380282,0.03968253968253968,3540,242,3308,10
Exp λ=0.0,0.07907907907907907,0.5333802816901408,0.038910505836575876,3540,247,3303,10
Exp λ=0.0,0.08008008008008008,0.533943661971831,0.038314176245210725,3540,251,3299,10
Exp λ=0.0,0.08108108108108109,0.5340845070422535,0.03816793893129771,3540,252,3298,10
Exp λ=0.0,0.08208208208208208,0.5347887323943662,0.03745318352059925,3540,257,3293,10
Exp λ=0.0,0.08308308308308308,0.5352112676056338,0.037037037037037035,3540,260,3290,10
Exp λ=0.0,0.08408408408408408,0.536056338028169,0.036231884057971016,3540,266,3284,10
Exp λ=0.0,0.08508508508508508,0.5367605633802817,0.03558718861209965,3540,271,3279,10
Exp λ=0.0,0.08608608608608609,0.5370422535211268,0.0353356890459364,3540,273,3277,10
Exp λ=0.0,0.08708708708708708,0.5376056338028169,0.03806228373702422,3539,278,3272,11
Exp λ=0.0,0.08808808808808809,0.5377464788732395,0.03793103448275862,3539,279,3271,11
Exp λ=0.0,0.0890890890890891,0.5388732394366197,0.03691275167785235,3539,287,3263,11
Exp λ=0.0,0.09009009009009009,0.5397183098591549,0.03618421052631579,3539,293,3257,11
Exp λ=0.0,0.09109109109109109,0.5401408450704225,0.035830618892508145,3539,296,3254,11
